bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
668011,384017,2015-01-12,Senate,"On Cloture on the Motion to Proceed S. 1",63,32,5,0,100
668011,384766,2015-01-20,Senate,"On the Motion to Table S.Amdt. 13 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",57,42,1,0,100
668011,384767,2015-01-20,Senate,"On the Motion to Table S.Amdt. 17 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",53,46,1,0,100
668011,384768,2015-01-20,Senate,"On the Amendment S.Amdt. 3 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",94,5,1,0,100
668011,385188,2015-01-21,Senate,"On the Amendment S.Amdt. 33 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",54,45,1,0,100
668011,385189,2015-01-21,Senate,"On the Amendment S.Amdt. 69 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",41,58,1,0,100
668011,385190,2015-01-21,Senate,"On the Amendment S.Amdt. 41 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",54,45,1,0,100
668011,385191,2015-01-21,Senate,"On the Amendment S.Amdt. 29 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",98,1,1,0,100
668011,385192,2015-01-21,Senate,"On the Amendment S.Amdt. 87 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",59,40,1,0,100
668011,385193,2015-01-21,Senate,"On the Amendment S.Amdt. 58 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",50,49,1,0,100
668011,385495,2015-01-22,Senate,"On the Amendment S.Amdt. 113 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",55,44,1,0,100
668011,385496,2015-01-22,Senate,"On the Amendment S.Amdt. 18 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",54,45,1,0,100
668011,385497,2015-01-22,Senate,"On the Motion to Table S.Amdt. 99 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",53,46,1,0,100
668011,385498,2015-01-22,Senate,"On the Motion to Table S.Amdt. 24 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",56,42,2,0,100
668011,385499,2015-01-22,Senate,"On the Amendment S.Amdt. 71 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",51,47,2,0,100
668011,385500,2015-01-22,Senate,"On the Amendment S.Amdt. 123 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",75,23,2,0,100
668011,385501,2015-01-22,Senate,"On the Amendment S.Amdt. 27 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",50,47,3,0,100
668011,385502,2015-01-22,Senate,"On the Amendment S.Amdt. 78 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",51,46,3,0,100
668011,385503,2015-01-22,Senate,"On the Amendment S.Amdt. 126 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",64,33,3,0,100
668011,385504,2015-01-22,Senate,"On the Amendment S.Amdt. 72 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",43,54,3,0,100
668011,385505,2015-01-22,Senate,"On the Motion (Motion to Table Markey Amdt. No. 25)",53,42,5,0,100
668011,385506,2015-01-22,Senate,"On the Motion to Table S.Amdt. 121 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",57,38,5,0,100
668011,385507,2015-01-22,Senate,"On the Motion to Table S.Amdt. 28 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",52,43,5,0,100
668011,385508,2015-01-22,Senate,"On the Motion to Table S.Amdt. 30 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",53,41,6,0,100
668011,385509,2015-01-22,Senate,"On the Motion to Table S.Amdt. 74 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",49,45,6,0,100
668011,386176,2015-01-26,Senate,"On the Cloture Motion S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",53,39,8,0,100
668011,386177,2015-01-26,Senate,"On the Cloture Motion S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",53,39,8,0,100
668011,386178,2015-01-26,Senate,"On the Cloture Motion S. 1",53,39,8,0,100
668011,386179,2015-01-26,Senate,"On the Cloture Motion S. 1",53,39,8,0,100
668011,387133,2015-01-28,Senate,"On the Amendment S.Amdt. 75 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",37,61,2,0,100
668011,387134,2015-01-28,Senate,"On the Amendment S.Amdt. 70 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",40,58,2,0,100
668011,387135,2015-01-28,Senate,"On the Amendment S.Amdt. 23 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",40,58,2,0,100
668011,387136,2015-01-28,Senate,"On the Amendment S.Amdt. 15 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",53,45,2,0,100
668011,387137,2015-01-28,Senate,"On the Amendment S.Amdt. 73 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",54,44,2,0,100
668011,387138,2015-01-28,Senate,"On the Amendment S.Amdt. 148 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",44,52,4,0,100
668011,387139,2015-01-28,Senate,"On the Amendment S.Amdt. 132 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",50,47,3,0,100
668011,387140,2015-01-28,Senate,"On the Amendment S.Amdt. 115 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",47,51,2,0,100
668011,387141,2015-01-28,Senate,"On the Amendment S.Amdt. 166 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",50,48,2,0,100
668011,387142,2015-01-28,Senate,"On the Amendment S.Amdt. 133 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",47,51,2,0,100
668011,387143,2015-01-28,Senate,"On the Amendment S.Amdt. 48 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",35,63,2,0,100
668011,387693,2015-01-29,Senate,"On the Amendment S.Amdt. 246 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",47,51,2,0,100
668011,387694,2015-01-29,Senate,"On the Amendment S.Amdt. 92 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",59,39,2,0,100
668011,387695,2015-01-29,Senate,"On the Amendment S.Amdt. 77 to S. 1 (Keystone XL Pipeline Act)",45,53,2,0,100
668011,387696,2015-01-29,Senate,"On the Cloture Motion S. 1",62,35,3,0,100
668011,387697,2015-01-29,Senate,"On the Amendment S.Amdt. 155 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",41,56,3,0,100
668011,387698,2015-01-29,Senate,"On the Amendment S.Amdt. 141 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",36,62,2,0,100
668011,387699,2015-01-29,Senate,"On the Amendment S.Amdt. 178 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)",44,54,2,0,100
668011,387700,2015-01-29,Senate,"On Passage of the Bill S. 1",62,36,2,0,100
668011,393775,2015-02-11,House,"On Motion to Commit with Instructions",181,241,10,0,432
668011,393776,2015-02-11,House,"On Passage",270,152,10,0,432
668011,404711,2015-03-04,Senate,"On Overriding the Veto S. 1",62,37,1,0,100
668091,383983,2015-01-09,House,"On Motion to Recommit with Instructions",180,237,12,0,429
668091,383984,2015-01-09,House,"On Passage",266,153,10,0,429
668138,383947,2015-01-07,House,"On Motion to Suspend the Rules and Pass",276,146,5,0,427
668138,384189,2015-01-14,House,"On Motion to Recommit with Instructions",183,242,8,0,433
668138,384190,2015-01-14,House,"On Passage",271,154,8,0,433
668169,461145,2015-06-18,House,"On Passage",280,140,13,0,433
668169,557279,0000-00-00,House,"On Agreeing to the Resolution",241,186,6,0,433
668200,446158,2015-05-13,House,"On Motion to Recommit with Instructions",181,246,5,0,432
668200,446159,2015-05-13,House,"On Passage",242,184,6,0,432
668200,476931,2015-09-22,Senate,"On Cloture on the Motion to Proceed H.R. 36",54,42,4,0,100
668200,557252,0000-00-00,House,"On Agreeing to the Resolution",240,186,6,0,432
668263,383957,2015-01-08,House,"On Motion to Recommit with Instructions",179,244,6,0,429
668263,383958,2015-01-08,House,"On Passage",252,172,5,0,429
668278,481991,2015-12-08,House,"On Motion to Suspend the Rules and Pass, as Amended",407,19,7,0,433
668282,385114,2015-01-21,House,"On Motion to Recommit with Instructions",182,241,10,0,433
668282,385115,2015-01-21,House,"On Passage",253,169,11,0,433
668287,383926,2015-01-06,House,"Table Motion to Refer",230,160,25,0,415
668287,383927,2015-01-06,House,"On Ordering the Previous Question",239,168,8,0,415
668287,383928,2015-01-06,House,"On Motion to Commit with Instructions",168,243,4,0,415
668287,383929,2015-01-06,House,"On Agreeing to the Resolution",234,172,9,0,415
668315,389848,2015-02-04,House,"On Agreeing to the Amendment",179,245,9,0,433
668315,389849,2015-02-04,House,"On Agreeing to the Amendment",173,249,11,0,433
668315,389850,2015-02-04,House,"On Motion to Recommit with Instructions",184,239,10,0,433
668315,389851,2015-02-04,House,"On Passage",250,173,10,0,433
668532,385493,2015-01-22,House,"On Motion to Recommit with Instructions",177,240,16,0,433
668532,385494,2015-01-22,House,"On Passage",242,179,12,0,433
668571,465829,2015-07-10,House,"On Agreeing to the Amendment",141,281,11,0,433
668571,465830,2015-07-10,House,"On Agreeing to the Amendment",176,245,12,0,433
668571,465831,2015-07-10,House,"On Passage",344,77,12,0,433
668580,481662,2015-12-02,House,"On Agreeing to the Amendment",246,177,10,0,433
668580,481663,2015-12-02,House,"On Agreeing to the Amendment",179,244,10,0,433
668580,481664,2015-12-02,House,"On Agreeing to the Amendment",263,158,12,0,433
668580,481665,2015-12-02,House,"On Agreeing to the Amendment",172,246,15,0,433
668580,481666,2015-12-02,House,"On Agreeing to the Amendment",183,239,11,0,433
668580,481667,2015-12-02,House,"On Agreeing to the Amendment",198,224,11,0,433
668580,481668,2015-12-02,House,"On Agreeing to the Amendment",175,247,11,0,433
668580,481669,2015-12-02,House,"On Agreeing to the Amendment",206,216,11,0,433
668580,481670,2015-12-02,House,"On Agreeing to the Amendment",255,168,10,0,433
668580,481728,2015-12-03,House,"On Agreeing to the Amendment",252,170,11,0,433
668580,481729,2015-12-03,House,"On Agreeing to the Amendment",247,177,9,0,433
668580,481730,2015-12-03,House,"On Agreeing to the Amendment",181,243,9,0,433
668580,481731,2015-12-03,House,"On Motion to Recommit with Instructions",180,243,10,0,433
668580,481732,2015-12-03,House,"On Passage",249,174,10,0,433
668724,480331,2015-10-21,House,"On Motion to Recommit with Instructions",185,242,7,0,434
668724,480332,2015-10-21,House,"On Passage",240,191,3,0,434
668780,562441,0000-00-00,Senate,"On the Cloture Motion S.Amdt. 4979 to S. 2848 (Water Resources Development Act of 2016)",90,1,9,0,100
668780,562503,0000-00-00,Senate,"On the Cloture Motion S. 2848",94,3,3,0,100
668780,562664,0000-00-00,Senate,"On Passage of the Bill S. 2848",95,3,2,0,100
668808,402260,2015-02-26,House,"On Agreeing to the Amendment",204,217,11,0,432
668808,402261,2015-02-26,House,"On Agreeing to the Amendment",114,311,7,0,432
668808,402262,2015-02-26,House,"On Agreeing to the Amendment",182,243,7,0,432
668808,402263,2015-02-26,House,"On Agreeing to the Amendment",218,201,13,0,432
668808,402264,2015-02-26,House,"On Agreeing to the Amendment",185,239,8,0,432
668808,465583,2015-07-08,House,"On Agreeing to the Amendment",373,57,3,0,433
668808,465584,2015-07-08,House,"On Agreeing to the Amendment",424,2,7,0,433
668808,465585,2015-07-08,House,"On Agreeing to the Amendment",199,228,6,0,433
668808,465586,2015-07-08,House,"On Agreeing to the Amendment",192,237,4,0,433
668808,465587,2015-07-08,House,"On Agreeing to the Amendment",186,245,2,0,433
668808,465588,2015-07-08,House,"On Agreeing to the Amendment",191,239,3,0,433
668808,465589,2015-07-08,House,"On Agreeing to the Amendment",218,213,2,0,433
668808,465590,2015-07-08,House,"On Agreeing to the Amendment",205,224,4,0,433
668808,465591,2015-07-08,House,"On Agreeing to the Amendment",189,241,3,0,433
668808,465592,2015-07-08,House,"On Agreeing to the Amendment",195,235,3,0,433
668808,465593,2015-07-08,House,"On Agreeing to the Amendment",251,178,4,0,433
668808,465594,2015-07-08,House,"On Agreeing to the Amendment",187,244,2,0,433
668808,465595,2015-07-08,House,"On Motion to Recommit with Instructions",185,244,4,0,433
668808,465596,2015-07-08,House,"On Passage",218,213,3,0,434
668808,557265,0000-00-00,House,"On Agreeing to the Resolution",234,184,14,0,432
668808,557266,0000-00-00,House,"On Agreeing to the Resolution",242,185,6,0,433
669790,383959,2015-01-08,House,"On Ordering the Previous Question",240,180,9,0,429
669790,383960,2015-01-08,House,"On Agreeing to the Resolution",244,181,4,0,429
669879,384038,2015-01-13,House,"On Agreeing to the Amendment",254,168,10,0,432
669879,384039,2015-01-13,House,"On Agreeing to the Amendment",178,247,7,0,432
669879,384040,2015-01-13,House,"On Agreeing to the Amendment",176,249,7,0,432
669879,384041,2015-01-13,House,"On Agreeing to the Amendment",178,248,6,0,432
669879,384042,2015-01-13,House,"On Motion to Recommit with Instructions",180,245,7,0,432
669879,384043,2015-01-13,House,"On Passage",250,175,7,0,432
671316,562444,0000-00-00,Senate,"On the Cloture Motion S.Amdt. 4979 to S. 2848 (Water Resources Development Act of 2016)",90,1,9,0,100
671316,562516,0000-00-00,Senate,"On the Cloture Motion S. 2848",94,3,3,0,100
671316,562590,0000-00-00,Senate,"On Passage of the Bill S. 2848",95,3,2,0,100
671330,416040,2015-03-24,House,"On Motion to Suspend the Rules and Pass, as Amended",420,0,12,0,432
672601,466112,2015-07-14,House,"On Motion to Suspend the Rules and Pass",412,1,20,0,433
672621,386654,2015-01-27,House,"On Motion to Suspend the Rules and Pass",411,0,22,0,433
672626,557322,0000-00-00,House,"On Motion to Suspend the Rules and Pass",207,143,84,0,434
674538,384051,2015-01-13,House,"On Ordering the Previous Question",242,181,9,0,432
674538,384052,2015-01-13,House,"On Agreeing to the Resolution",242,180,10,0,432
678232,557276,0000-00-00,House,"On Motion to Suspend the Rules and Pass",263,146,24,0,433
678248,481256,2015-11-16,House,"On Motion to Suspend the Rules and Pass",263,146,24,0,433
678257,403409,2015-03-02,House,"On Motion to Suspend the Rules and Pass, as Amended",405,0,27,0,432
680695,388601,2015-02-02,House,"On Motion to Suspend the Rules and Pass",377,2,54,0,433
680696,414965,2015-03-23,House,"On Motion to Suspend the Rules and Pass, as Amended",297,98,37,0,432
680704,387130,2015-01-28,House,"On Motion to Recommit with Instructions",175,237,21,0,433
680704,387131,2015-01-28,House,"On Passage",277,133,23,0,433
680716,477105,2015-09-25,House,"On Agreeing to the Amendment",170,228,36,0,434
680716,477106,2015-09-25,House,"On Agreeing to the Amendment",320,88,26,0,434
680716,477107,2015-09-25,House,"On Agreeing to the Amendment",179,230,25,0,434
680716,477108,2015-09-25,House,"On Agreeing to the Amendment",173,237,24,0,434
680716,477109,2015-09-25,House,"On Agreeing to the Amendment",187,223,24,0,434
680716,477110,2015-09-25,House,"On Agreeing to the Amendment",179,229,26,0,434
680716,477111,2015-09-25,House,"On Agreeing to the Amendment",223,186,25,0,434
680716,477112,2015-09-25,House,"On Agreeing to the Amendment",176,232,26,0,434
680716,477113,2015-09-25,House,"On Agreeing to the Amendment",176,232,26,0,434
680716,477114,2015-09-25,House,"On Motion to Recommit with Instructions",175,229,30,0,434
680716,477115,2015-09-25,House,"On Passage",233,170,31,0,434
680718,440491,2015-04-28,House,"On Motion to Suspend the Rules and Pass, as Amended",413,0,18,0,431
687664,385160,2015-01-21,House,"On Ordering the Previous Question",238,182,13,0,433
687664,385161,2015-01-21,House,"On Agreeing to the Resolution",238,181,14,0,433
691048,385517,2015-01-22,House,"On Ordering the Previous Question",239,183,11,0,433
691048,385518,2015-01-22,House,"On Agreeing to the Resolution",242,179,12,0,433
691051,468627,2015-07-28,House,"On Agreeing to the Amendment",250,159,24,0,433
691051,468628,2015-07-28,House,"On Agreeing to the Amendment",242,167,24,0,433
691051,468629,2015-07-28,House,"On Agreeing to the Amendment",163,246,24,0,433
691051,468630,2015-07-28,House,"On Agreeing to the Amendment",166,244,23,0,433
691051,468631,2015-07-28,House,"On Agreeing to the Amendment",166,242,25,0,433
691051,468632,2015-07-28,House,"On Agreeing to the Amendment",167,243,23,0,433
691051,468633,2015-07-28,House,"On Agreeing to the Amendment",167,241,25,0,433
691051,468634,2015-07-28,House,"On Agreeing to the Amendment",167,239,27,0,433
691051,468635,2015-07-28,House,"On Motion to Recommit with Instructions",167,241,25,0,433
691051,468636,2015-07-28,House,"On Passage",243,165,25,0,433
694364,386787,2015-01-27,House,"On Motion to Suspend the Rules and Pass",410,0,23,0,433
694422,481367,2015-11-17,House,"On Passage",249,177,7,0,433
699611,390742,2015-02-05,House,"On Agreeing to the Amendment",184,234,15,0,433
699611,390743,2015-02-05,House,"On Agreeing to the Amendment",172,248,13,0,433
699611,390744,2015-02-05,House,"On Motion to Recommit with Instructions",182,240,11,0,433
699611,390745,2015-02-05,House,"On Passage",260,163,10,0,433
699718,401684,2015-02-25,House,"On Motion to Recommit with Instructions",176,243,13,0,432
699718,401685,2015-02-25,House,"On Passage",401,20,11,0,432
699891,477619,2015-10-08,House,"On Motion to Recommit with Instructions",184,239,11,0,434
699891,477620,2015-10-08,House,"On Passage",254,173,7,0,434
699930,386637,2015-01-27,House,"On Agreeing to the Resolution",241,169,23,0,433
704124,389238,2015-02-03,House,"On Motion to Recommit with Instructions",179,241,13,0,433
704124,389239,2015-02-03,House,"On Passage",239,186,8,0,433
704124,557300,0000-00-00,House,"On Agreeing to the Resolution",242,178,13,0,433
704165,484771,2016-01-11,House,"On Motion to Suspend the Rules and Pass, as Amended",413,0,20,0,433
704173,480589,2015-10-27,House,"On Passage",313,118,3,0,434
706029,393944,2015-02-11,Senate,"On Passage of the Bill S. 295",98,0,2,0,100
706058,557277,0000-00-00,House,"On Motion to Suspend the Rules and Pass, as Amended",266,160,5,0,431
706080,558004,0000-00-00,House,"On Passage",245,182,6,0,433
706080,558005,0000-00-00,House,"On Passage",245,182,6,0,433
706080,558006,0000-00-00,House,"On Motion to Recommit with Instructions",182,244,7,0,433
707075,433910,2015-04-16,House,"On Motion to Recommit with Instructions",179,243,9,0,431
707075,433911,2015-04-16,House,"On Passage",272,152,7,0,431
709271,411827,2015-03-16,House,"On Motion to Suspend the Rules and Pass",382,15,35,0,432
709331,389216,2015-02-03,House,"On Ordering the Previous Question",242,176,15,0,433
709331,389217,2015-02-03,House,"On Agreeing to the Resolution",242,178,13,0,433
709358,431523,2015-04-14,House,"On Motion to Recommit with Instructions",184,239,8,0,431
709358,431524,2015-04-14,House,"On Passage",263,162,6,0,431
709362,411825,2015-03-16,House,"On Motion to Suspend the Rules and Pass",389,10,33,0,432
710903,389978,2015-02-04,House,"On Ordering the Previous Question",242,174,17,0,433
710903,389979,2015-02-04,House,"On Agreeing to the Resolution",243,179,11,0,433
710907,562806,0000-00-00,House,"On Motion to Suspend the Rules and Pass, as Amended",383,22,26,0,431
710907,562807,0000-00-00,House,"On Motion to Suspend the Rules and Pass, as Amended",383,22,26,0,431
710947,468638,2015-07-28,House,"On Motion to Suspend the Rules and Pass, as Amended",409,0,24,0,433
710967,431624,2015-04-14,House,"On Passage",286,140,5,0,431
710978,480342,2015-10-21,House,"On Passage",235,194,5,0,434
712498,539068,2016-04-27,House,"On Motion to Suspend the Rules and Pass, as Amended",419,0,14,0,433
712507,483879,2016-01-07,House,"On Agreeing to the Amendment",175,242,16,0,433
712507,483880,2016-01-07,House,"On Agreeing to the Amendment",174,244,15,0,433
712507,483881,2016-01-07,House,"On Agreeing to the Amendment",180,235,18,0,433
712507,483882,2016-01-07,House,"On Agreeing to the Amendment",173,241,19,0,433
712507,483883,2016-01-07,House,"On Motion to Recommit with Instructions",171,244,18,0,433
712507,483884,2016-01-07,House,"On Passage",244,173,16,0,433
712552,477663,2015-10-09,House,"On Agreeing to the Amendment",109,306,19,0,434
712552,477664,2015-10-09,House,"On Agreeing to the Amendment",414,1,19,0,434
712552,477665,2015-10-09,House,"On Agreeing to the Amendment",419,0,15,0,434
712552,477666,2015-10-09,House,"On Motion to Recommit with Instructions",179,242,13,0,434
712552,477667,2015-10-09,House,"On Passage",261,159,14,0,434
712558,400812,2015-02-24,House,"On Motion to Suspend the Rules and Pass",411,0,21,0,432
712589,557327,0000-00-00,House,"On Agreeing to the Resolution",233,181,18,0,432
714135,462152,2015-06-23,House,"On Motion to Suspend the Rules and Pass, as Amended",378,25,30,0,433
714141,476873,2015-09-17,House,"On Motion to Recommit with Instructions",179,239,16,0,434
714141,476874,2015-09-17,House,"On Passage",241,185,8,0,434
714144,491838,2016-02-04,House,"On Motion to Recommit with Instructions",177,240,16,0,433
714144,491839,2016-02-04,House,"On Passage",250,169,14,0,433
714184,404716,2015-03-04,House,"On Agreeing to the Amendment",147,272,13,0,432
714184,404717,2015-03-04,House,"On Motion to Recommit with Instructions",184,232,16,0,432
714184,404718,2015-03-04,House,"On Passage",316,101,15,0,432
716713,557331,0000-00-00,Senate,"On the Motion to Table S.J.Res. 8",96,3,1,0,100
716727,404021,2015-02-23,Senate,"On the Motion to Proceed S.J.Res. 8",53,45,2,0,100
716727,404843,2015-03-04,Senate,"On the Joint Resolution S.J.Res. 8",53,46,1,0,100
716727,414015,2015-03-19,House,"On Passage",232,186,14,0,432
716727,443384,2015-05-05,Senate,"On the Motion to Table S.J.Res. 8",96,3,1,0,100
716727,557329,0000-00-00,House,"On Agreeing to the Resolution",233,181,18,0,432
719358,393940,2015-02-11,House,"On Ordering the Previous Question",242,183,7,0,432
719358,393941,2015-02-11,House,"On Agreeing to the Resolution",248,177,7,0,432
719443,394582,2015-02-12,House,"On Ordering the Previous Question",232,164,36,0,432
719443,394583,2015-02-12,House,"On Agreeing to the Resolution",233,163,36,0,432
721922,448926,2015-05-20,House,"On Motion to Recommit with Instructions",181,240,11,0,432
721922,448927,2015-05-20,House,"On Passage",274,145,13,0,432
721945,546215,2016-05-17,House,"On Motion to Suspend the Rules and Pass, as Amended",262,159,12,0,433
721945,547931,2016-05-24,House,"On Motion to Recommit with Instructions",182,232,19,0,433
721945,547932,2016-05-24,House,"On Passage",258,156,19,0,433
721945,557271,0000-00-00,Senate,"On the Cloture Motion H.R. 2577",52,48,0,0,100
721945,562176,0000-00-00,Senate,"On the Cloture Motion H.R. 2577",52,46,2,0,100
724477,563265,2016-09-27,House,"On Passage",258,165,8,0,431
724477,563266,2016-09-27,House,"On Passage",258,165,8,0,431
726087,564889,2016-11-14,House,"On Motion to Suspend the Rules and Pass, as Amended",355,38,38,0,431
726087,564890,2016-11-14,House,"On Motion to Suspend the Rules and Pass, as Amended",355,38,38,0,431
735396,412762,2015-03-17,House,"On Agreeing to the Amendment",242,175,15,0,432
735396,412763,2015-03-17,House,"On Motion to Recommit with Instructions",179,237,16,0,432
735396,412764,2015-03-17,House,"On Passage",236,181,15,0,432
735431,402729,2015-02-26,Senate,"On Cloture on the Motion to Proceed S. 534",57,42,1,0,100
735431,402730,2015-02-27,Senate,"On Cloture on the Motion to Proceed S. 534",57,42,1,0,100
735457,401593,2015-02-25,House,"On Ordering the Previous Question",241,181,10,0,432
735457,401594,2015-02-25,House,"On Agreeing to the Resolution",243,178,11,0,432
735508,413126,2015-03-18,House,"On Agreeing to the Amendment",164,254,14,0,432
735508,413127,2015-03-18,House,"On Agreeing to the Amendment",184,231,17,0,432
735508,413128,2015-03-18,House,"On Motion to Recommit with Instructions",181,239,12,0,432
735508,413129,2015-03-18,House,"On Passage",241,175,16,0,432
737430,480609,2015-10-27,House,"On Agreeing to the Amendment",184,246,4,0,434
737430,480610,2015-10-27,House,"On Passage",245,186,3,0,434
737461,402359,2015-02-26,House,"On Consideration of the Resolution",224,167,41,0,432
737461,402360,2015-02-26,House,"On Ordering the Previous Question",234,177,21,0,432
737461,402361,2015-02-26,House,"On Agreeing to the Resolution",234,184,14,0,432
739299,433906,2015-04-16,House,"On Motion to Recommit with Instructions",186,232,13,0,431
739299,433907,2015-04-16,House,"On Passage",240,179,12,0,431
739337,402722,2015-02-27,House,"On Passage",203,224,6,0,433
739337,557297,0000-00-00,House,"On Agreeing to the Resolution",240,183,9,0,432
739756,402699,2015-02-27,House,"On Ordering the Previous Question",240,183,9,0,432
739756,402700,2015-02-27,House,"On Agreeing to the Resolution",240,183,9,0,432
741591,562419,0000-00-00,Senate,"On the Cloture Motion S.Amdt. 4979 to S. 2848 (Water Resources Development Act of 2016)",90,1,9,0,100
741591,562506,0000-00-00,Senate,"On the Cloture Motion S. 2848",94,3,3,0,100
741591,562566,0000-00-00,Senate,"On Passage of the Bill S. 2848",95,3,2,0,100
741647,483912,2016-01-07,House,"On Agreeing to the Amendment",174,239,20,0,433
741647,483913,2016-01-07,House,"On Agreeing to the Amendment",172,244,17,0,433
741647,483914,2016-01-07,House,"On Agreeing to the Amendment",176,241,16,0,433
741647,483915,2016-01-07,House,"On Agreeing to the Amendment",176,239,18,0,433
741647,483916,2016-01-07,House,"On Agreeing to the Amendment",173,244,16,0,433
741647,483917,2016-01-07,House,"On Agreeing to the Amendment",173,245,15,0,433
741647,483918,2016-01-07,House,"On Motion to Recommit with Instructions",178,239,16,0,433
741647,483919,2016-01-07,House,"On Passage",245,174,14,0,433
742797,557332,0000-00-00,House,"On Agreeing to the Resolution",233,181,18,0,432
742802,536371,2016-04-20,House,"On Motion to Recommit with Instructions",177,245,11,0,433
742802,536372,2016-04-20,House,"On Passage",254,170,9,0,433
742802,557287,0000-00-00,House,"On Motion to Suspend the Rules and Pass, as Amended",266,160,5,0,431
742803,437062,2015-04-22,House,"On Agreeing to the Amendment",244,173,14,0,431
742803,437063,2015-04-22,House,"On Motion to Recommit with Instructions",184,234,13,0,431
742803,437064,2015-04-22,House,"On Passage",235,183,13,0,431
742804,462235,2015-06-23,House,"On Passage",244,154,35,0,433
742804,557302,0000-00-00,House,"On Agreeing to the Resolution",241,186,6,0,433
743966,481456,2015-11-18,House,"On Motion to Recommit with Instructions",184,242,7,0,433
743966,481457,2015-11-18,House,"On Passage",255,174,4,0,433
743969,476763,2015-09-16,House,"On Motion to Suspend the Rules and Pass, as Amended",403,0,30,0,433
743997,565738,2016-12-07,House,"On Motion to Suspend the Rules and Pass, as Amended",412,1,20,0,433
744004,412417,2015-03-17,House,"On Ordering the Previous Question",232,181,19,0,432
744004,412418,2015-03-17,House,"On Agreeing to the Resolution",236,180,16,0,432
745129,455265,2015-06-01,House,"On Agreeing to the Amendment",155,223,54,0,432
745129,455266,2015-06-01,House,"On Agreeing to the Amendment",149,227,56,0,432
745129,455267,2015-06-01,House,"On Motion to Recommit with Instructions",155,223,54,0,432
745129,455268,2015-06-01,House,"On Passage",225,152,55,0,432
745137,557374,0000-00-00,House,"On Passage",243,164,26,0,433
745137,557375,0000-00-00,House,"On Passage",243,164,26,0,433
745147,440285,2015-04-28,House,"On Motion to Suspend the Rules and Pass",381,30,20,0,431
745165,562407,0000-00-00,Senate,"On the Cloture Motion S.Amdt. 4979 to S. 2848 (Water Resources Development Act of 2016)",90,1,9,0,100
745165,562514,0000-00-00,Senate,"On the Cloture Motion S. 2848",94,3,3,0,100
745165,562558,0000-00-00,Senate,"On Passage of the Bill S. 2848",95,3,2,0,100
745251,447855,2015-05-18,House,"On Motion to Suspend the Rules and Pass",403,0,29,0,432
745264,430683,2015-04-13,House,"On Motion to Suspend the Rules and Pass",401,2,28,0,431
745284,431056,2015-04-13,House,"On Motion to Suspend the Rules and Pass",401,1,29,0,431
745290,468663,2015-07-29,House,"On Motion to Suspend the Rules and Pass, as Amended",424,0,9,0,433
747041,481350,2015-11-16,House,"On Motion to Suspend the Rules and Pass, as Amended",409,0,24,0,433
